Specialty,CPT Code,PPL?,decision by ROI,decision source,clinical reason,final decision,new rate
PAIN MANAGEMENT,99244,1,1,rule,low volume,0,
PATHOLOGY,99244,0,1,rule,Pend EPL,0,
PHYSICAL THERAPY/REHAB,99244,0,1,rule,Pend EPL,0,
PODIATRY,99244,1,1,clinical,Soft Pend Specialty,0,0
PSYCHIATRY,99244,1,0,rule,Hard Pend Specialty,0,0
PSYCHOLOGY,99244,0,1,rule,Pend EPL,0,
PULMONARY DISEASE,99244,0,1,rule,Pend EPL,0,
PULMONARY DISEASE,99244,1,1,rule,low volume,0,0
RADIATION ONCOLOGY,99244,0,1,rule,Pend EPL,0,
RADIATION ONCOLOGY,99244,1,1,rule,low volume,0,
RADIOLOGY_b,99244,0,1,rule,Pend EPL,0,
RADIOLOGY_b,99244,1,1,rule,low volume,0,
RADIOLOGY_s,99244,0,1,rule,Pend EPL,0,
RADIOLOGY_s,99244,1,1,rule,low volume,0,0
REGISTERED DIET/NUTRITION PROF,99244,0,1,rule,Pend EPL,0,0
RHEUMATOLOGY,99244,0,1,rule,Pend EPL,0,
RHEUMATOLOGY,99244,1,1,rule,low volume,0,0
SPORTS MEDICINE,99244,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,99244,0,1,rule,Pend EPL,0,0
SURGERY - GENERAL,99244,1,1,rule,low volume,0,
SURGERY - NEURO,99244,0,1,rule,Pend EPL,0,
SURGERY - ORTHO,99244,0,1,rule,Pend EPL,0,
SURGERY - ORTHO,99244,1,1,rule,low volume,0,
SURGERY - PLASTIC/RECONSTRUCT,99244,1,1,rule,low volume,0,
SURGERY - VASCULAR,99244,0,1,rule,Pend EPL,0,0
SURGERY - VASCULAR,99244,1,1,rule,low volume,0,0
UNK PHYS SPEC,99244,0,0,rule,Pend EPL,0,0
UNK PHYS SPEC,99244,1,1,rule,low volume,0,
UROLOGY,99244,0,0,rule,Pend EPL,0,
UROLOGY,99244,1,1,rule,low volume,0,0
WOUND CARE,99244,1,1,rule,low volume,0,
ALLERGY/IMMUNOLOGY,99253,1,1,rule,low volume,0,
ENT-OTOLARYNGOLOGY,99253,1,1,rule,low volume,0,
RADIATION ONCOLOGY,99253,1,1,rule,low volume,0,
SURGERY - NEURO,99253,0,1,rule,Pend EPL,0,
SURGERY - NEURO,99253,1,1,rule,low volume,0,
SURGERY - ORTHO,99253,0,1,rule,Pend EPL,0,
SURGERY - ORTHO,99253,1,1,rule,low volume,0,
ALLERGY/IMMUNOLOGY,99255,0,1,rule,Pend EPL,0,
CARDIOLOGY,99255,0,1,rule,Pend EPL,0,
CARDIOLOGY,99255,1,1,rule,low volume,0,
ENT-OTOLARYNGOLOGY,99255,1,1,rule,low volume,0,
FACILITY SERVICES,99255,0,1,rule,Pend EPL,0,
FACILITY SERVICES,99255,1,1,rule,Hard Pend Specialty,0,
NEUROLOGY,99255,1,1,rule,low volume,0,
PEDS-DEVELOPMENTAL BEHAVIORAL,99255,0,1,rule,Pend EPL,0,
SURGERY - NEURO,99255,0,1,rule,Pend EPL,0,
SURGERY - NEURO,99255,1,1,rule,low volume,0,
UROLOGY,99255,0,1,rule,Pend EPL,0,
ALLERGY/IMMUNOLOGY,99292,1,1,rule,low volume,0,
CARDIOLOGY,99292,1,1,rule,low volume,0,0
DERMATOLOGY,99292,0,1,rule,Pend EPL,0,0
DERMATOLOGY,99292,1,1,rule,low volume,0,0
ENT-OTOLARYNGOLOGY,99292,0,1,rule,Pend EPL,0,
ENT-OTOLARYNGOLOGY,99292,1,1,rule,low volume,0,0
GASTROENTEROLOGY,99292,0,1,rule,Pend EPL,0,0
GASTROENTEROLOGY,99292,1,1,rule,low volume,0,0
GENERAL PRACTICE,99292,1,1,rule,low volume,0,
HEALTH ENHANCEMENT,99292,0,1,rule,Pend EPL,0,
HEMATOLOGY/ONCOLOGY,99292,0,1,rule,Pend EPL,0,
HOSPITALIST,99292,0,0,rule,Pend EPL,0,0
INFECTIOUS DISEASE,99292,1,1,rule,low volume,0,
NEUROLOGY,99292,1,1,rule,low volume,0,0
OBSTETRICS/GYNECOLOGY,99292,0,1,rule,Pend EPL,0,
OBSTETRICS/GYNECOLOGY,99292,1,1,rule,low volume,0,
OPHTHALMOLOGY,99292,0,1,rule,Pend EPL,0,
OPHTHALMOLOGY,99292,1,1,rule,low volume,0,
OPTOMETRY,99292,0,1,rule,Pend EPL,0,
PAIN MANAGEMENT,99292,1,1,rule,low volume,0,
PODIATRY,99292,0,1,rule,Pend EPL,0,
PODIATRY,99292,1,1,rule,low volume,0,
PULMONARY DISEASE,99292,1,1,rule,low volume,0,
RHEUMATOLOGY,99292,0,1,rule,Pend EPL,0,
SURGERY - NEURO,99292,1,1,rule,low volume,0,
SURGERY - ORTHO,99292,0,1,rule,Pend EPL,0,
SURGERY - PLASTIC/RECONSTRUCT,99292,0,1,rule,Pend EPL,0,
SURGERY - VASCULAR,99292,1,1,rule,low volume,0,
UROLOGY,99292,0,1,rule,Pend EPL,0,
UROLOGY,99292,1,1,rule,low volume,0,0
ALLERGY/IMMUNOLOGY,99354,0,1,rule,Pend EPL,0,0
ALLERGY/IMMUNOLOGY,99354,1,1,rule,low volume,0,0
CARDIOLOGY,99354,0,1,rule,Pend EPL,0,
CERTIFIED NURSE MIDWIFE,99354,0,1,rule,Pend EPL,0,
ENDOCRINOLOGY,99354,0,1,rule,Pend EPL,0,0
ENDOCRINOLOGY,99354,1,1,rule,low volume,0,0
FACILITY SERVICES,99354,0,1,rule,Pend EPL,0,0
GASTROENTEROLOGY,99354,0,1,rule,Pend EPL,0,
GENETICS,99354,0,0,rule,Pend EPL,0,0
GENETICS,99354,1,1,rule,low volume,0,
HEMATOLOGY/ONCOLOGY,99354,0,1,rule,Pend EPL,0,0
HEPATOLOGY,99354,0,1,rule,Pend EPL,0,
HOSPITALIST,99354,0,1,rule,Pend EPL,0,0
INFERTILITY,99354,1,1,rule,Hard Pend Specialty,0,
INTERNAL MEDICINE,99354,0,1,rule,Pend EPL,0,
NEUROLOGY,99354,0,1,rule,Pend EPL,0,0
NEUROLOGY,99354,1,1,rule,low volume,0,0
PAIN MANAGEMENT,99354,0,1,rule,Pend EPL,0,
PEDS-DEVELOPMENTAL BEHAVIORAL,99354,0,1,rule,Pend EPL,0,0
PEDS-DEVELOPMENTAL BEHAVIORAL,99354,1,1,rule,Hard Pend Specialty,0,
PHARMACY,99354,0,0,rule,Pend EPL,0,
PHARMACY,99354,1,1,rule,Hard Pend Specialty,0,
PODIATRY,99354,0,0,rule,Pend EPL,0,
PULMONARY DISEASE,99354,0,1,rule,Pend EPL,0,
SURGERY - NEURO,99354,0,1,rule,Pend EPL,0,
SURGERY - ORTHO,99354,0,1,rule,Pend EPL,0,0
UNK PHYS SPEC,99354,0,1,rule,Pend EPL,0,0
URGENT/IMMEDIATE CARE,99354,1,1,rule,low volume,0,
ALLERGY/IMMUNOLOGY,99355,0,1,rule,Pend EPL,0,
CERTIFIED NURSE MIDWIFE,99355,0,1,rule,Pend EPL,0,
ENDOCRINOLOGY,99355,1,1,rule,low volume,0,0
FACILITY SERVICES,99355,0,1,rule,Pend EPL,0,
GENETICS,99355,0,1,rule,Pend EPL,0,
NEUROLOGY,99355,0,0,rule,Pend EPL,0,
PEDS-DEVELOPMENTAL BEHAVIORAL,99355,0,1,rule,Pend EPL,0,
PHARMACY,99355,1,1,rule,Hard Pend Specialty,0,
URGENT/IMMEDIATE CARE,99355,1,1,rule,low volume,0,
ALLERGY/IMMUNOLOGY,99404,0,0,rule,Pend EPL,0,
ALLERGY/IMMUNOLOGY,99404,1,0,rule,low volume,0,
CARDIOLOGY,99404,0,0,rule,Pend EPL,0,
CARDIOLOGY,99404,1,0,rule,low volume,0,
DERMATOLOGY,99404,1,0,rule,low volume,0,
DME & MEDICAL SUPPLIES,99404,0,0,rule,Pend EPL,0,
ENDOCRINOLOGY,99404,1,0,rule,low volume,0,
ENT-OTOLARYNGOLOGY,99404,0,0,rule,Pend EPL,0,
ENT-OTOLARYNGOLOGY,99404,1,0,rule,low volume,0,
FACILITY SERVICES,99404,0,0,rule,Pend EPL,0,
GASTROENTEROLOGY,99404,0,0,rule,Pend EPL,0,
GENETICS,99404,0,0,rule,Pend EPL,0,
HEALTH ENHANCEMENT,99404,1,0,rule,low volume,0,
HEMATOLOGY/ONCOLOGY,99404,1,0,rule,low volume,0,
HOME HEALTH,99404,1,0,rule,Hard Pend Specialty,0,
HOSPITALIST,99404,0,0,rule,Pend EPL,0,
NEPHROLOGY,99404,1,0,rule,low volume,0,
NEUROLOGY,99404,1,0,rule,low volume,0,
OBSTETRICS/GYNECOLOGY,99404,1,0,rule,low volume,0,
OPHTHALMOLOGY,99404,0,0,rule,Pend EPL,0,
OPHTHALMOLOGY,99404,1,0,rule,low volume,0,
PAIN MANAGEMENT,99404,0,0,rule,Pend EPL,0,
PAIN MANAGEMENT,99404,1,0,rule,low volume,0,
PODIATRY,99404,1,0,rule,low volume,0,
PULMONARY DISEASE,99404,1,0,rule,low volume,0,
RADIATION ONCOLOGY,99404,0,0,rule,Pend EPL,0,
RHEUMATOLOGY,99404,0,0,rule,Pend EPL,0,
RHEUMATOLOGY,99404,1,0,rule,low volume,0,
SURGERY - GENERAL,99404,1,0,rule,low volume,0,
SURGERY - ONCOLOGY,99404,1,0,rule,low volume,0,
SURGERY - ORTHO,99404,0,0,rule,Pend EPL,0,
UNK PHYS SPEC,99404,1,0,rule,low volume,0,
UROLOGY,99404,0,0,rule,Pend EPL,0,
UROLOGY,99404,1,0,rule,low volume,0,
WOUND CARE,99404,0,0,rule,Pend EPL,0,
ALLERGY/IMMUNOLOGY,A7003,0,1,rule,Pend EPL,0,
ALLERGY/IMMUNOLOGY,A7003,1,1,rule,low volume,0,0
DME & MEDICAL SUPPLIES,A7003,0,1,rule,Pend EPL,0,0
DME & MEDICAL SUPPLIES,A7003,1,1,clinical,guideline req,0,0
DME MAINTENANCE,A7003,0,1,rule,Pend EPL,0,
DME MAINTENANCE,A7003,1,1,rule,Hard Pend Specialty,0,0
HOME HEALTH,A7003,0,1,rule,Pend EPL,0,0
ORTHOTICS AND PROSTHETICS,A7003,1,1,rule,low volume,0,
PULMONARY DISEASE,A7003,1,1,rule,low volume,0,
SLEEP STUDY,A7003,1,1,rule,Hard Pend Specialty,0,
SURGERY - ORTHO,A7003,1,1,rule,low volume,0,
WOUND CARE,A7003,0,1,rule,Pend EPL,0,
ALLERGY/IMMUNOLOGY,A7005,1,1,rule,low volume,0,
DME & MEDICAL SUPPLIES,A7005,0,1,rule,Pend EPL,0,0
DME & MEDICAL SUPPLIES,A7005,1,1,clinical,guideline req,0,0
DME MAINTENANCE,A7005,0,1,rule,Pend EPL,0,
DME MAINTENANCE,A7005,1,1,rule,Hard Pend Specialty,0,0
HOME HEALTH,A7005,0,1,rule,Pend EPL,0,
PHARMACY,A7005,0,1,rule,Pend EPL,0,
PULMONARY DISEASE,A7005,1,1,rule,low volume,0,0
ALLERGY/IMMUNOLOGY,A7015,0,1,rule,Pend EPL,0,
ALLERGY/IMMUNOLOGY,A7015,1,1,rule,low volume,0,0
DME & MEDICAL SUPPLIES,A7015,0,1,rule,Pend EPL,0,0
DME & MEDICAL SUPPLIES,A7015,1,1,clinical,guideline req,0,0
DME MAINTENANCE,A7015,0,1,rule,Pend EPL,0,
DME MAINTENANCE,A7015,1,1,rule,Hard Pend Specialty,0,0
HOME HEALTH,A7015,0,1,rule,Pend EPL,0,0
ORTHOTICS AND PROSTHETICS,A7015,1,1,rule,low volume,0,
SURGERY - ORTHO,A7015,1,1,rule,low volume,0,
ALLERGY/IMMUNOLOGY,C9015,1,0,rule,low volume,0,
PHARMACY,C9015,0,0,rule,Pend EPL,0,
PHARMACY,C9015,1,0,rule,Hard Pend Specialty,0,
ALLERGY/IMMUNOLOGY,C9466,1,0,rule,low volume,0,
ALLERGY/IMMUNOLOGY,E0570,1,1,rule,low volume,0,
DME & MEDICAL SUPPLIES,E0570,0,1,rule,Pend EPL,0,0
DME & MEDICAL SUPPLIES,E0570,1,1,clinical,guideline req,0,0
DME MAINTENANCE,E0570,0,1,rule,Pend EPL,0,
DME MAINTENANCE,E0570,1,1,rule,Hard Pend Specialty,0,0
FAMILY PRACTICE,E0570,1,1,rule,low volume,0,
HOME HEALTH,E0570,0,1,rule,Pend EPL,0,0
ORTHOTICS AND PROSTHETICS,E0570,1,1,rule,low volume,0,
PULMONARY DISEASE,E0570,1,1,rule,low volume,0,0
SURGERY - ORTHO,E0570,1,1,rule,low volume,0,
UNK PHYS SPEC,E0570,0,1,rule,Pend EPL,0,
WOUND CARE,E0570,0,1,rule,Pend EPL,0,
ALLERGY/IMMUNOLOGY,G0008,1,1,rule,low volume,0,
DIALYSIS,G0008,0,1,rule,Pend EPL,0,
DIALYSIS,G0008,1,1,DBA,,1,
FACILITY SERVICES,G0008,0,1,rule,Pend EPL,0,
FAMILY PRACTICE,G0008,0,1,rule,Pend EPL,0,
HOME HEALTH,G0008,1,1,rule,Hard Pend Specialty,0,
HOSPITALIST,G0008,0,1,rule,Pend EPL,0,
INTERNAL MEDICINE,G0008,1,1,rule,low volume,0,
PHARMACY,G0008,0,1,rule,Pend EPL,0,0
PHARMACY,G0008,1,1,rule,Hard Pend Specialty,0,0
PHYSIATRY,G0008,0,1,rule,Pend EPL,0,
ALLERGY/IMMUNOLOGY,J0171,1,1,rule,low volume,0,0
AMBULANCE,J0171,1,1,rule,Hard Pend Specialty,0,
FACILITY SERVICES,J0171,0,1,rule,Pend EPL,0,0
HEMATOLOGY/ONCOLOGY,J0171,0,1,rule,Pend EPL,0,0
HEMATOLOGY/ONCOLOGY,J0171,1,1,rule,low volume,0,0
HOME HEALTH,J0171,0,1,rule,Pend EPL,0,0
HOME HEALTH,J0171,1,1,rule,Hard Pend Specialty,0,0
INFUSION THERAPY,J0171,0,0,rule,Pend EPL,0,
NURSING,J0171,0,1,rule,Pend EPL,0,
NURSING,J0171,1,1,rule,low volume,0,0
ONCOLOGY - MEDICAL,J0171,0,1,rule,Pend EPL,0,
OPHTHALMOLOGY,J0171,1,1,rule,low volume,0,
PHARMACY,J0171,0,0,rule,Pend EPL,0,0
PHARMACY,J0171,1,1,rule,Hard Pend Specialty,0,0
UNK PHYS SPEC,J0171,0,1,rule,Pend EPL,0,0
UROLOGY,J0171,1,1,rule,low volume,0,
ALLERGY/IMMUNOLOGY,J0598,0,0,rule,Pend EPL,0,
INFUSION THERAPY,J0598,0,1,rule,Pend EPL,0,0
ALLERGY/IMMUNOLOGY,J1100,1,1,rule,low volume,0,
ANESTHESIOLOGY,J1100,0,1,rule,Pend EPL,0,
EMERGENCY SERVICES,J1100,0,1,rule,Pend EPL,0,
ENT-OTOLARYNGOLOGY,J1100,1,1,rule,low volume,0,
FACILITY SERVICES,J1100,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,J1100,1,1,rule,Hard Pend Specialty,0,0
FAMILY PRACTICE,J1100,1,1,rule,low volume,0,
HEMATOLOGY/ONCOLOGY,J1100,0,1,rule,Pend EPL,0,0
HEMATOLOGY/ONCOLOGY,J1100,1,1,clinical,guideline req,0,0
HOME HEALTH,J1100,0,1,rule,Pend EPL,0,0
HOME HEALTH,J1100,1,1,rule,Hard Pend Specialty,0,
HOSPITALIST,J1100,0,1,rule,Pend EPL,0,
INFECTIOUS DISEASE,J1100,1,1,rule,low volume,0,
INFUSION THERAPY,J1100,0,1,rule,Pend EPL,0,0
INTERNAL MEDICINE,J1100,0,1,rule,Pend EPL,0,
INTERVENTIONAL PAIN MANAGEMENT,J1100,0,1,rule,Pend EPL,0,
NUCLEAR MEDICINE,J1100,0,1,rule,Pend EPL,0,0
NURSE PRACTITIONER,J1100,0,1,rule,Pend EPL,0,
NURSING,J1100,0,1,rule,Pend EPL,0,0
NURSING,J1100,1,1,rule,low volume,0,0
OBSTETRICS/GYNECOLOGY,J1100,0,1,rule,Pend EPL,0,
OBSTETRICS/GYNECOLOGY,J1100,1,1,rule,low volume,0,0
ONCOLOGY - GYN,J1100,0,1,rule,Pend EPL,0,0
ONCOLOGY - GYN,J1100,1,1,rule,low volume,0,0
ONCOLOGY - MEDICAL,J1100,0,1,rule,Pend EPL,0,
OPHTHALMOLOGY,J1100,0,1,rule,Pend EPL,0,
PAIN MANAGEMENT,J1100,0,1,rule,Pend EPL,0,0
PAIN MANAGEMENT,J1100,1,1,DBA,,1,0.96
PHARMACY,J1100,0,1,rule,Pend EPL,0,
PHARMACY,J1100,1,1,rule,Hard Pend Specialty,0,0
PODIATRY,J1100,0,1,rule,Pend EPL,0,0
PODIATRY,J1100,1,1,clinical,Soft Pend Specialty,0,0
SURGERY - GENERAL,J1100,0,1,rule,Pend EPL,0,
SURGERY - HAND,J1100,1,1,rule,Hard Pend Specialty,0,
SURGERY - ONCOLOGY,J1100,0,1,rule,Pend EPL,0,0
SURGERY - ONCOLOGY,J1100,1,1,DBA,,1,
SURGERY - ORTHO,J1100,0,1,rule,Pend EPL,0,0
SURGERY - ORTHO,J1100,1,1,DBA,,1,0.18
UNK PHYS SPEC,J1100,0,1,rule,Pend EPL,0,
URGENT/IMMEDIATE CARE,J1100,0,1,rule,Pend EPL,0,0
UROLOGY,J1100,0,1,rule,Pend EPL,0,0
ALLERGY/IMMUNOLOGY,J1459,1,1,rule,low volume,0,
FACILITY SERVICES,J1459,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,J1459,1,1,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,J1459,0,0,rule,Pend EPL,0,
HEMATOLOGY/ONCOLOGY,J1459,1,0,rule,low volume,0,
HOME HEALTH,J1459,0,0,rule,Pend EPL,0,0
HOME HEALTH,J1459,1,1,rule,Hard Pend Specialty,0,0
NURSING,J1459,0,1,rule,Pend EPL,0,
NURSING,J1459,1,1,rule,low volume,0,0
PHARMACY,J1459,0,0,rule,Pend EPL,0,0
PHARMACY,J1459,1,0,rule,Hard Pend Specialty,0,0
ALLERGY/IMMUNOLOGY,J1555,1,1,rule,low volume,0,
HOME HEALTH,J1555,0,1,rule,Pend EPL,0,0
HOME HEALTH,J1555,1,1,rule,Hard Pend Specialty,0,
INFUSION THERAPY,J1555,0,1,rule,Pend EPL,0,
PHARMACY,J1555,0,1,rule,Pend EPL,0,
PHARMACY,J1555,1,1,rule,Hard Pend Specialty,0,
ALLERGY/IMMUNOLOGY,J2182,1,1,rule,low volume,0,
FACILITY SERVICES,J2182,1,1,rule,Hard Pend Specialty,0,
HOME HEALTH,J2182,0,1,rule,Pend EPL,0,
PHARMACY,J2182,0,0,rule,Pend EPL,0,0
PHARMACY,J2182,1,0,rule,Hard Pend Specialty,0,0
ALLERGY/IMMUNOLOGY,J2357,1,1,rule,low volume,0,0
FACILITY SERVICES,J2357,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,J2357,1,1,rule,Hard Pend Specialty,0,
INFUSION THERAPY,J2357,0,1,rule,Pend EPL,0,
NURSING,J2357,0,1,rule,Pend EPL,0,
PHARMACY,J2357,0,0,rule,Pend EPL,0,0
PHARMACY,J2357,1,0,rule,Hard Pend Specialty,0,0
PULMONARY DISEASE,J2357,1,1,rule,low volume,0,
ALLERGY/IMMUNOLOGY,J2786,1,0,rule,low volume,0,0
CARDIOLOGY,J2786,1,0,rule,low volume,0,
INFUSION THERAPY,J2786,0,0,rule,Pend EPL,0,
PHARMACY,J2786,1,0,rule,Hard Pend Specialty,0,
ALLERGY/IMMUNOLOGY,J7610,1,1,rule,low volume,0,
DME & MEDICAL SUPPLIES,J7610,1,1,rule,low volume,0,0
PHARMACY,J7610,1,1,rule,Hard Pend Specialty,0,
ALLERGY/IMMUNOLOGY,J7620,0,1,rule,Pend EPL,0,
ALLERGY/IMMUNOLOGY,J7620,1,1,rule,low volume,0,0
DME & MEDICAL SUPPLIES,J7620,0,1,rule,Pend EPL,0,
DME & MEDICAL SUPPLIES,J7620,1,0,DBA,,0,0
DME MAINTENANCE,J7620,0,1,rule,Pend EPL,0,
DME MAINTENANCE,J7620,1,1,rule,Hard Pend Specialty,0,0
FAMILY PRACTICE,J7620,0,1,rule,Pend EPL,0,
INTERNAL MEDICINE,J7620,1,1,rule,low volume,0,0
PHARMACY,J7620,1,0,rule,Hard Pend Specialty,0,
PULMONARY DISEASE,J7620,0,1,rule,Pend EPL,0,0
URGENT/IMMEDIATE CARE,J7620,0,1,rule,Pend EPL,0,
ALLERGY/IMMUNOLOGY,J8499,1,1,rule,low volume,0,
FACILITY SERVICES,J8499,0,1,rule,Pend EPL,0,
FAMILY PRACTICE,J8499,0,1,rule,Pend EPL,0,
GENERAL PRACTICE,J8499,0,1,rule,Pend EPL,0,
HEMATOLOGY/ONCOLOGY,J8499,0,1,rule,Pend EPL,0,
INFECTIOUS DISEASE,J8499,0,1,rule,Pend EPL,0,
PHARMACY,J8499,0,0,rule,Pend EPL,0,0
PHARMACY,J8499,1,0,rule,Hard Pend Specialty,0,0
ALLERGY/IMMUNOLOGY,L3090,1,0,rule,low volume,0,
ALLERGY/IMMUNOLOGY,T1013,0,1,rule,Pend EPL,0,
AMBULATORY SURGICAL CENTER,T1013,0,1,rule,Pend EPL,0,
CARDIOLOGY,T1013,0,1,rule,Pend EPL,0,
CARDIOLOGY,T1013,1,1,rule,low volume,0,0
DERMATOLOGY,T1013,1,1,rule,low volume,0,0
FAMILY PRACTICE,T1013,1,1,rule,low volume,0,
GASTROENTEROLOGY,T1013,0,1,rule,Pend EPL,0,
GASTROENTEROLOGY,T1013,1,1,rule,low volume,0,
GENERAL PRACTICE,T1013,1,1,rule,low volume,0,
HEALTH ENHANCEMENT,T1013,0,1,rule,Pend EPL,0,0
HEALTH ENHANCEMENT,T1013,1,1,clinical,from PRL,0,
NEUROLOGY,T1013,0,1,rule,Pend EPL,0,
NEUROLOGY,T1013,1,1,rule,low volume,0,
OBSTETRICS/GYNECOLOGY,T1013,0,1,rule,Pend EPL,0,0
OPHTHALMOLOGY,T1013,1,1,rule,low volume,0,0
PEDS-DEVELOPMENTAL BEHAVIORAL,T1013,0,1,rule,Pend EPL,0,
PHYSICAL THERAPY/REHAB,T1013,1,1,rule,low volume,0,
PODIATRY,T1013,1,1,rule,low volume,0,0
RHEUMATOLOGY,T1013,1,1,rule,low volume,0,
SURGERY - GENERAL,T1013,0,1,rule,Pend EPL,0,
SURGERY - ORTHO,T1013,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,T1013,0,1,rule,Pend EPL,0,0
UNK PHYS SPEC,T1013,1,1,rule,low volume,0,
UROLOGY,T1013,1,1,rule,low volume,0,0
ALLERGY/IMMUNOLOGY,Z0324,0,0,rule,Pend EPL,0,
CARDIOLOGY,Z0324,1,0,rule,low volume,0,
GASTROENTEROLOGY,Z0324,1,0,rule,low volume,0,
HEALTH ENHANCEMENT,Z0324,0,0,rule,Pend EPL,0,0
HEALTH ENHANCEMENT,Z0324,1,0,rule,low volume,0,
NEPHROLOGY,Z0324,1,0,rule,low volume,0,
ALLERGY/IMMUNOLOGY,Z6914,1,0,rule,low volume,0,
CHIROPRACTIC,Z6914,0,0,rule,Pend EPL,0,
CHIROPRACTIC,Z6914,1,0,rule,Hard Pend Specialty,0,
DERMATOLOGY,Z6914,1,0,rule,low volume,0,
ENDOCRINOLOGY,Z6914,0,0,rule,Pend EPL,0,
ENT-OTOLARYNGOLOGY,Z6914,1,0,rule,low volume,0,
GASTROENTEROLOGY,Z6914,1,0,rule,low volume,0,
HEALTH ENHANCEMENT,Z6914,0,0,rule,Pend EPL,0,
HEALTH ENHANCEMENT,Z6914,1,0,rule,low volume,0,
HOME HEALTH,Z6914,1,0,rule,Hard Pend Specialty,0,0
NEPHROLOGY,Z6914,1,0,rule,low volume,0,
NEUROLOGY,Z6914,0,0,rule,Pend EPL,0,
NEUROLOGY,Z6914,1,0,rule,low volume,0,
OBSTETRICS/GYNECOLOGY,Z6914,1,0,rule,low volume,0,
PAIN MANAGEMENT,Z6914,1,0,rule,low volume,0,
PODIATRY,Z6914,1,0,rule,low volume,0,
PSYCHIATRY,Z6914,1,0,rule,Hard Pend Specialty,0,
PULMONARY DISEASE,Z6914,1,0,rule,low volume,0,
RHEUMATOLOGY,Z6914,1,0,rule,low volume,0,
UROLOGY,Z6914,1,0,rule,low volume,0,
ALLERGY/IMMUNOLOGY,Z7500,0,1,rule,Pend EPL,0,0
ALLERGY/IMMUNOLOGY,Z7500,1,1,rule,low volume,0,
ANESTHESIOLOGY,Z7500,0,1,rule,Pend EPL,0,
AUDIOLOGY,Z7500,0,1,rule,Pend EPL,0,
AUDIOLOGY,Z7500,1,1,rule,low volume,0,
BEHAVIORAL HEALTH,Z7500,0,1,rule,Pend EPL,0,
CARDIOLOGY,Z7500,0,1,rule,Pend EPL,0,0
CARDIOLOGY,Z7500,1,1,DBA,,1,1
CLINICAL PSYCHOLOGIST,Z7500,0,1,rule,Pend EPL,0,
DENTIST,Z7500,0,1,rule,Pend EPL,0,0
DERMATOLOGY,Z7500,0,1,rule,Pend EPL,0,0
DERMATOLOGY,Z7500,1,1,rule,low volume,0,
EMERGENCY SERVICES,Z7500,0,1,rule,Pend EPL,0,
ENDOCRINOLOGY,Z7500,0,1,rule,Pend EPL,0,0
ENDOCRINOLOGY,Z7500,1,1,DBA,,1,0.43
ENT-OTOLARYNGOLOGY,Z7500,0,1,rule,Pend EPL,0,0
ENT-OTOLARYNGOLOGY,Z7500,1,1,rule,low volume,0,0
FACILITY SERVICES,Z7500,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,Z7500,1,1,rule,Hard Pend Specialty,0,0
GASTROENTEROLOGY,Z7500,0,1,rule,Pend EPL,0,0
GASTROENTEROLOGY,Z7500,1,1,DBA,,1,0.97
GENETICS,Z7500,0,1,rule,Pend EPL,0,0
GENETICS,Z7500,1,1,clinical,,1,
HEMATOLOGY/ONCOLOGY,Z7500,0,1,rule,Pend EPL,0,0
HEMATOLOGY/ONCOLOGY,Z7500,1,1,DBA,,1,0.95
HEPATOLOGY,Z7500,0,1,rule,Pend EPL,0,0
HEPATOLOGY,Z7500,1,1,rule,low volume,0,
HOSPITALIST,Z7500,0,1,rule,Pend EPL,0,0
INFECTIOUS DISEASE,Z7500,0,1,rule,Pend EPL,0,0
INFECTIOUS DISEASE,Z7500,1,1,rule,low volume,0,0
INFUSION THERAPY,Z7500,0,1,rule,Pend EPL,0,
INTERNAL MEDICINE,Z7500,0,1,rule,Pend EPL,0,0
INTERNAL MEDICINE,Z7500,1,1,rule,low volume,0,
INTERVENTIONAL RADIOLOGY,Z7500,0,1,rule,Pend EPL,0,
LABORATORY,Z7500,0,1,rule,Pend EPL,0,
LABORATORY,Z7500,1,1,rule,low volume,0,
NEONATOLOGY,Z7500,0,1,rule,Pend EPL,0,
NEPHROLOGY,Z7500,0,1,rule,Pend EPL,0,0
NEPHROLOGY,Z7500,1,1,DBA,,1,0.84
NEUROLOGY,Z7500,0,1,rule,Pend EPL,0,0
NEUROLOGY,Z7500,1,1,DBA,,1,0.9
NEUROPSYCHIATRY,Z7500,0,1,rule,Pend EPL,0,
NURSING,Z7500,0,1,rule,Pend EPL,0,0
OBSTETRICS/GYNECOLOGY,Z7500,0,1,rule,Pend EPL,0,0
OBSTETRICS/GYNECOLOGY,Z7500,1,1,rule,low volume,0,0
OCCUPATIONAL THERAPY,Z7500,0,0,rule,Pend EPL,0,
ONCOLOGY - GYN,Z7500,0,1,rule,Pend EPL,0,
ONCOLOGY - GYN,Z7500,1,1,rule,low volume,0,0
ONCOLOGY - MEDICAL,Z7500,0,1,rule,Pend EPL,0,
OPHTHALMOLOGY,Z7500,0,1,rule,Pend EPL,0,0
OPHTHALMOLOGY,Z7500,1,1,rule,low volume,0,0
